Publication Id,Publication Name,Publication/Child Child ID,Issue Text - Original ,Publication Author,Publication Type ID,Publication Type,Publication/Child Rel ID,Review Date,Review Outcome ID,Review Outcome,Review Pages,Review ID,Reject Reason Code,Reject Reason
9456,Black and Pink,1126,13-Aug,,32,Magazine/Newspaper,18230,9/3/2013,2,Rejected All,,22724,9,describing or encouraging physical violence or group disruption
388,Easy Riders,1131,Aug 2013 #482,,32,Magazine/Newspaper,3331,7/2/2013,2,Rejected All,,21994,11,containing sexually explicit material
11528,Adult Video News,1141,14-Aug,,32,Magazine/Newspaper,20320,3/4/2014,2,Rejected All,,25577,11,containing sexually explicit material
11583,PAN,5436,Aug 2014 Vol 7.2,,32,Magazine/Newspaper,31921,10/21/2014,2,Rejected All,,31954,9,describing or encouraging physical violence or group disruption
852,BlackMen     ,5965,15-Aug,,32,Magazine/Newspaper,33805,5/19/2015,2,Rejected All,,33867,11,containing sexually explicit material
4769,Decibel,5965,15-Aug,,32,Magazine/Newspaper,34193,7/21/2015,2,Rejected All,,34253,10,encouraging or instructing on the commision of criminal activity
4334,Easyriders,5965,15-Aug,,32,Magazine/Newspaper,34273,8/4/2015,2,Rejected All,,34335,11,containing sexually explicit material
2490,W Magazine,5965,15-Aug,,32,Magazine/Newspaper,34499,10/6/2015,2,Rejected All,,34559,11,containing sexually explicit material
1412,Revolution ,6342,"Aug 4, 2013 Iss 312",,32,Magazine/Newspaper,6229,9/17/2013,2,Rejected All,,22931,9,describing or encouraging physical violence or group disruption
3502,Hip Hop Weekly,5347,5-Aug-14,,32,Magazine/Newspaper,31484,9/16/2014,2,Rejected All,,31504,9,describing or encouraging physical violence or group disruption
8124,The Weekly Star,1166,"Aug 9-15, 12 V61#32",,32,Magazine/Newspaper,16482,8/21/2012,2,Rejected All,,16850,10,encouraging or instructing on the commision of criminal activity
7867,UFC,1179,Aug/Sept 2012,,32,Magazine/Newspaper,16148,8/7/2012,2,Rejected All,29-30,16737,10,encouraging or instructing on the commision of criminal activity
2966,Inked,5225,AugSept 2014,,32,Magazine/Newspaper,31194,8/5/2014,2,Rejected All,,31198,9,describing or encouraging physical violence or group disruption
4,XXL,5225,AugSept 2014,,32,Magazine/Newspaper,31287,8/19/2014,2,Rejected All,,31293,9,describing or encouraging physical violence or group disruption
12211,H Para Hombres,5073,August (Agosto) 2013,,32,Magazine/Newspaper,30263,5/6/2014,2,Rejected All,,30245,11,containing sexually explicit material
15542,Fighters Only,6622,"August 2016, Vol. 7",,32,Magazine/Newspaper,35777,6/21/2016,2,Rejected All,,35872,12,safety and security reasons
1454,Out      ,8125,19-Aug,,32,Magazine/Newspaper,40623,9/3/2019,2,Rejected All,,40949,41,containing pictorially explicit sexual activity
4334,Easyriders,9530,August 2019 #553,,32,Magazine/Newspaper,44244,3/2/2021,2,Rejected All,,44647,41,containing pictorially explicit sexual activity
13840,Soldier of Fortune,5784,Barry Davies,,32,Magazine/Newspaper,32979,1/6/2015,2,Rejected All,,33026,9,describing or encouraging physical violence or group disruption
20675,Lace,9512,"Before Fifty Shades, There Was Lace",Shirley Conran,31,Book,44195,3/2/2021,2,Rejected All,,44600,45,containing written sexually explicit material involving minors
8827,Planet Muscle,1253,"Big Bottom Girls, Ripped &amp; Juicy",,32,Magazine/Newspaper,17390,8/20/2013,2,Rejected All,Aug/Sept 2013,22564,11,containing sexually explicit material
19820,Viral,8960,Black Vol. 2 I Love Girls,Gyro Magazine,32,Magazine/Newspaper,43120,11/3/2020,2,Rejected All,,43507,42,containing pictorially explicit nudity
2744,Urban Ink,1262,Blackmen #27,,32,Magazine/Newspaper,9015,8/7/2012,2,Rejected All,,16593,10,encouraging or instructing on the commision of criminal activity
2744,Urban Ink,1264,Blackmen #33,,32,Magazine/Newspaper,9017,9/3/2013,2,Rejected All,,22743,9,describing or encouraging physical violence or group disruption
2744,Urban Ink,5209,BlackMen Oct 2014 Hot Summer,,32,Magazine/Newspaper,31028,6/17/2014,2,Rejected All,,31023,10,encouraging or instructing on the commision of criminal activity
20747,Coke Kings 2,9574,Blood Money and Betrayal,T. J. Edwards,31,Book,44314,3/16/2021,2,Rejected All,,44719,46,containing written sexually explicit material involving the use of force or non-consent
22364,Desire Pandora ,10632,Book,Akira Hizuki,31,Book,46371,4/2/2013,2,Rejected All,,46816,42,containing pictorially explicit nudity
22360,Mind over matter: How I became the Model Inmate ,10632,Book,Ra&quot;Sun Allah ,31,Book,46367,5/17/2022,2,Rejected All,,46812,39,being detrimental to security for the following reason:
22367,Sosa from Scarface ,10632,Book,Lou Garden Price ,31,Book,46375,5/17/2022,2,Rejected All,,46820,46,containing written sexually explicit material involving the use of force or non-consent
22369,The Queens English ,10632,Book,Chloe O. Davis ,31,Book,46377,5/17/2022,2,Rejected All,,46822,43,containing written sexually explicit / sado-masochistic behavior
22370,The Dope Game of Fat Cat &amp; Pappy Mason,10632,Book,Seth Ferranti,31,Book,46378,5/17/2022,2,Rejected All,,46823,9,describing or encouraging physical violence or group disruption
22374,Call Girl in Another World,10632,Book,Mashiro Morios,31,Book,46382,5/17/2022,2,Rejected All,,46827,42,containing pictorially explicit nudity
22375,The Naked Truth About Hedonism II,10632,Book,Chris Santilli,31,Book,46383,6/7/2022,2,Rejected All,,46829,42,containing pictorially explicit nudity
22378,Handgun Hunting: SA Comprehensive Guide to Choosing and Using the Right Firearms for Big and Small Game,10632,Book,Kat Ainsworth ,31,Book,46386,6/21/2022,2,Rejected All,,46832,5,containing weapon construction procedures
22379,Gun Care and Repair,10632,Book,Charles Edward Chapel,31,Book,46387,6/21/2022,2,Rejected All,,46833,5,containing weapon construction procedures
22397,Teaches Japanese Shibari,10632,Book,Kahboom,31,Book,46405,6/21/2022,2,Rejected All,,46851,42,containing pictorially explicit nudity
22401,We the People ,10632,Book,National Liberty Alliance,31,Book,46409,6/21/2022,2,Rejected All,,46855,50,containing material influenced by &quot;sovereign citizen&quot; ideology
22202,The Last Man ,10597,Book #4,Brian Vaughn ,31,Book,46215,2/15/2022,2,Rejected All,,46655,42,containing pictorially explicit nudity
16210,The Girl With the Dragon Tattoo,1270,Book 1,Stieg Larson,31,Book,36500,11/15/2016,2,Rejected All,,36645,10,encouraging or instructing on the commision of criminal activity
16929,My Favorite Thing Is Monsters,1270,Book 1,Emill Ferris,31,Book,37841,9/19/2017,2,Rejected All,,38074,11,containing sexually explicit material
17721,Preacher,1270,Book 1,Garth Ennis,31,Book,40648,9/3/2019,2,Rejected All,,40978,43,containing written sexually explicit / sado-masochistic behavior
19397,Ethic,1270,Book 1,Ashley Antoinette,31,Book,42573,12/1/2020,2,Rejected All,,42947,46,containing written sexually explicit material involving the use of force or non-consent
16210,The Girl With the Dragon Tattoo,1271,Book 2,Stieg Larson,31,Book,36501,11/15/2016,2,Rejected All,,36646,10,encouraging or instructing on the commision of criminal activity
17721,Preacher,1271,Book 2,Garth Ennis,31,Book,40416,7/16/2019,2,Rejected All,,40733,10,encouraging or instructing on the commision of criminal activity
19664,Symbology: The Psychological Covert War On Hip Hop,1271,Book 2,Professor Griff,31,Book,42907,10/6/2020,2,Rejected All,,43292,47,containing descriptions of security risk group material or activity
24769,Redemption Manual ,11338,Book 2 of 4,Sovereign Filing Solutions ,31,Book,48787,7/1/2025,2,Rejected All,,49244,50,containing material influenced by &quot;sovereign citizen&quot; ideology
17721,Preacher,6609,Book 3,Garth Ennis,31,Book,40417,7/16/2019,2,Rejected All,,40734,10,encouraging or instructing on the commision of criminal activity
19821,Butterfly,6609,Book 3,Ashley Antoinette,31,Book,43490,12/15/2020,2,Rejected All,,43880,43,containing written sexually explicit / sado-masochistic behavior
22935,King of New York,6609,Book 3,T.J. Edwards,31,Book,46944,3/21/2023,2,Rejected All,,47401,46,containing written sexually explicit material involving the use of force or non-consent
24784,Butterfly,6609,Book 3,Ashley Antionette ,31,Book,48802,7/1/2025,2,Rejected All,,49259,43,containing written sexually explicit / sado-masochistic behavior
24770,Redemption Manual ,11339,Book 3 of 4 ,Sovereign Filing Solutions ,31,Book,48788,7/1/2025,2,Rejected All,,49245,50,containing material influenced by &quot;sovereign citizen&quot; ideology
19648,Renegade Boys: Death by Destruction,7821,Book 4,Meesha,31,Book,42884,10/6/2020,2,Rejected All,,43267,46,containing written sexually explicit material involving the use of force or non-consent
22904,Butterfly ,7821,Book 4,Ashley Antoinette,31,Book,46913,3/21/2023,2,Rejected All,,47370,46,containing written sexually explicit material involving the use of force or non-consent
22932,Butterfly,7821,Book 4,Ashley Antoinette,31,Book,46941,3/21/2023,2,Rejected All,,47398,46,containing written sexually explicit material involving the use of force or non-consent
22934,King of New York,7821,Book 4,T.J. Edwards,31,Book,46943,3/21/2023,2,Rejected All,,47400,46,containing written sexually explicit material involving the use of force or non-consent
24771,Redemption Manual Operating Secured ,11340,Book 4 of 4,Sovereign Filing Solutions ,31,Book,48789,7/1/2025,2,Rejected All,,49246,50,containing material influenced by &quot;sovereign citizen&quot; ideology
19934,Rick and Morty,9021,Book Two,ONI Press,31,Book,43275,11/17/2020,2,Rejected All,,43663,39,being detrimental to security for the following reason:
25044,The Cartel Deluxe Edition,11389,Books 1-3,Ashley &amp; Jaquavis ,31,Book,49063,11/4/2025,2,Rejected All,,49519,45,containing written sexually explicit material involving minors
25134,Redemption Manual Series,11395,Books 1-4,Manual ,31,Book,49153,12/16/2025,2,Rejected All,,49609,50,containing material influenced by &quot;sovereign citizen&quot; ideology
22610,Tattoo Society ,10728,Cam Supply Edition ,Cam Supply Inc.,32,Magazine/Newspaper,46620,10/18/2022,2,Rejected All,,47071,42,containing pictorially explicit nudity
23545,Hustler Feb 2006,11011,Carlie Banks,Hustler Magazine,32,Magazine/Newspaper,47561,2/20/2024,2,Rejected All,,48016,47,containing descriptions of security risk group material or activity
9578,504 Dymes,1287,Collectors Edition,,32,Magazine/Newspaper,18367,5/21/2013,2,Rejected All,,21347,11,containing sexually explicit material
23429,Boobs Coloring Book &amp; Ultimate Porn Addict Coloring Book,10685,Coloring Book ,Coloring Book ,31,Book,47443,1/2/2024,2,Rejected All,,47900,42,containing pictorially explicit nudity
23018,CELTIC MAGIC SEX,10851,Couples,Jon G. Hughes,31,Book,47028,4/18/2023,2,Rejected All,,47484,41,containing pictorially explicit sexual activity
23866,DMZ Compendium One,11111,DC Comics Black Label ,Brian Wood &amp; Riccardo Burchielli,31,Book,47883,7/2/2024,2,Rejected All,,48339,42,containing pictorially explicit nudity
17636,Love in Hell,8686,Death Life  #2,Reiji Suzumaru,31,Book,42126,7/21/2020,2,Rejected All,,42491,42,containing pictorially explicit nudity
9156,The Weekly Star,1315,"Dec 13-19, 2012 Vol 61 # 50",,32,Magazine/Newspaper,17857,5/7/2013,2,Rejected All,,21142,9,describing or encouraging physical violence or group disruption
9156,The Weekly Star,1316,"Dec 13-19, 2012 Vol 61 #50",,32,Magazine/Newspaper,17858,2/19/2013,2,Rejected All,,20162,11,containing sexually explicit material
2744,Urban Ink,1350,11-Dec,,32,Magazine/Newspaper,9020,7/3/2012,2,Rejected All,,16410,10,encouraging or instructing on the commision of criminal activity
12211,H Para Hombres,1350,11-Dec,,32,Magazine/Newspaper,35313,3/15/2016,2,Rejected All,,35391,12,safety and security reasons
1085,Vanity Fair,1352,12-Dec,,32,Magazine/Newspaper,5066,11/20/2012,2,Rejected All,,18865,11,containing sexually explicit material
1085,Vanity Fair,1352,12-Dec,,32,Magazine/Newspaper,5066,12/4/2012,2,Rejected All,,18925,11,containing sexually explicit material
8772,Art Forum,1352,12-Dec,,32,Magazine/Newspaper,17306,12/18/2012,2,Rejected All,,19411,11,containing sexually explicit material
1085,Vanity Fair,1352,12-Dec,,32,Magazine/Newspaper,5066,12/18/2012,2,Rejected All,,19412,11,containing sexually explicit material
174,Playboy,1352,12-Dec,,32,Magazine/Newspaper,1983,5/21/2013,2,Rejected All,,21458,11,containing sexually explicit material
420,In the Wind,1357,Dec 2012 #151,,32,Magazine/Newspaper,3575,9/18/2012,2,Rejected All,,18249,11,containing sexually explicit material
1085,Vanity Fair,1359,Dec 2012 #628,,32,Magazine/Newspaper,5067,1/15/2013,2,Rejected All,,19734,11,containing sexually explicit material
852,BlackMen     ,1362,Dec 2012 Vol 15 #6,,32,Magazine/Newspaper,3973,4/16/2013,2,Rejected All,,20863,11,containing sexually explicit material
1070,Juxtapoz,1376,13-Dec,,32,Magazine/Newspaper,4889,11/5/2013,2,Rejected All,,23657,11,containing sexually explicit material
5278,Reason,1376,13-Dec,,32,Magazine/Newspaper,12969,11/5/2013,2,Rejected All,,23674,10,encouraging or instructing on the commision of criminal activity
2827,The Atlantic,1376,13-Dec,,32,Magazine/Newspaper,9151,12/3/2013,2,Rejected All,,23872,10,encouraging or instructing on the commision of criminal activity
1085,Vanity Fair,1376,13-Dec,,32,Magazine/Newspaper,5068,12/3/2013,2,Rejected All,,23880,11,containing sexually explicit material
174,Playboy,1376,13-Dec,,32,Magazine/Newspaper,1984,12/3/2013,2,Rejected All,,23912,11,containing sexually explicit material
420,In the Wind,1379,Dec 2013 #155,,32,Magazine/Newspaper,3576,9/3/2013,2,Rejected All,,22767,11,containing sexually explicit material
174,Playboy,1395,14-Dec,,32,Magazine/Newspaper,32953,1/6/2015,2,Rejected All,,32999,11,containing sexually explicit material
5,The Source,5795,Dec 2014-Jan 2015,,32,Magazine/Newspaper,33079,1/20/2015,2,Rejected All,,33131,10,encouraging or instructing on the commision of criminal activity
4334,Easyriders,6244,Dec 2015 Vol 510,,32,Magazine/Newspaper,34851,12/15/2015,2,Rejected All,,34914,11,containing sexually explicit material
13937,Blackbelt,6207,Dec 2015Jan 2016,,32,Magazine/Newspaper,34975,1/5/2016,2,Rejected All,,35039,9,describing or encouraging physical violence or group disruption
9,Rolling Stone,5696,"Dec 4, 2014 Iss 1223",,32,Magazine/Newspaper,32181,11/4/2014,2,Rejected All,,32218,10,encouraging or instructing on the commision of criminal activity
1,Maxim,6822,December &#39;16/ Jan &#39;17,,32,Magazine/Newspaper,36515,12/6/2016,2,Rejected All,,36661,11,containing sexually explicit material
16062,Easyriders,6775,December 2016 #522,,32,Magazine/Newspaper,36325,10/18/2016,2,Rejected All,,36466,11,containing sexually explicit material
8991,Turning the Tide,6828,December 2016 Vol 28 #9,,32,Magazine/Newspaper,36546,12/6/2016,2,Rejected All,,36698,9,describing or encouraging physical violence or group disruption
4334,Easyriders,7219,December 2017 #533,,32,Magazine/Newspaper,37885,10/3/2017,2,Rejected All,,38118,11,containing sexually explicit material
4,XXL,6453,DecJan 2013,,32,Magazine/Newspaper,212,12/18/2012,2,Rejected All,,19392,10,encouraging or instructing on the commision of criminal activity
8827,Planet Muscle,1505,DecJan 2014,,32,Magazine/Newspaper,17392,1/21/2014,2,Rejected All,,24681,11,containing sexually explicit material
25163,Inside Linda Lovelace&#39;s Deep Throat,11400,"Degradation, Porno Chick, And the Rise of Feminism ",Darwin Porter,31,Book,49182,1/6/2026,2,Rejected All,,49638,42,containing pictorially explicit nudity
9121,Inmate Shopper,1520,Ed. 2013 Holiday Iss. 3,,32,Magazine/Newspaper,17767,12/3/2013,2,Rejected All,,23922,11,containing sexually explicit material
10885,Lysergic,1521,Ed. 2nd,Krystle A. Cole,31,Book,19694,1/21/2014,2,Rejected All,,24689,7,describing procedures to brew alcohol or manufacture drugs
11487,Tree Climber&#39;s Guide,1523,Ed. 3rd,Sharon Lilly,31,Book,20280,3/4/2014,2,Rejected All,,25522,12,safety and security reasons
13851,Tao of Jeet Kune Do,8647,Expanded edition,Bruce Lee,31,Book,32991,1/6/2015,2,Rejected All,,33038,40,describing fighting techniques
19756,The Worst-Case Scenario Survival Handbook,8912,Expert Advice for Extreme Situations,Joshua Piven and David Borgenicht,31,Book,43006,10/20/2020,2,Rejected All,,43392,10,encouraging or instructing on the commision of criminal activity
4437,Sports Illustrated ,6166,Exposure,Authors of Sports Illustratred,31,Book,34593,10/20/2015,2,Rejected All,,34655,11,containing sexually explicit material
9674,The Abolitionist,1544,Fall  Iss. 21,,32,Magazine/Newspaper,18475,2/4/2014,2,Rejected All,,25270,9,describing or encouraging physical violence or group disruption
